Adjusted
Cough , 133
Fever , 133
Abdominal pain , 133
Skin rash , 133
Lipodystrophy , 133
Anemia , 133
Anorexia , 133
Diarrhea , 133
Leg pain / numbness , 133
Night sweats , 133
Peripheral neuropathy , 133
Vomiting , 133
Weight loss / Failure to thrive / malnutrition , 133
Other symptom , 133
No symptoms , 133

Cough,0.494880774287,0.747626081452
Fever,0.583725074247,0.923823591475
Abdominal pain,0.773611406682,0.944292044735
Skin rash,0.601414483688,0.58894281494
Lipodystrophy,0.814474518926,0.92846592108
Anemia,0.713478995145,0.926777801224
Anorexia,0.680671736375,0.960751213336
Diarrhea,0.762750493932,0.990715340789
Leg pain / numbness,0.648232914626,0.934163325596
Night sweats,0.999894470241,0.999788985018
Peripheral neuropathy,0.736733177669,0.970668917493
Vomiting,0.916138460455,0.998733910108
Weight loss / Failure to thrive / malnutrition,0.965988155938,0.994091580502
Other symptom,0.687751198489,0.933952310614
No symptoms,0.69141453736,0.751635366111
ROC,0.69458595846
Avg ROC ,0.738077359871
Avg Pred ,0.906295280298
Logistic Regression,0.435323907997

Cough,0.599577270049,0.902300063304
Fever,0.568604157828,0.933319265668
Abdominal pain,0.618879016812,0.956952943659
Skin rash,0.528268605408,0.51635366111
Lipodystrophy,0.717012053288,0.933108250686
Anemia,0.499577791851,0.998733910108
Anorexia,0.597993240389,0.995146655413
Diarrhea,0.691955969517,0.982063726525
Leg pain / numbness,0.561138315237,0.878455370331
Night sweats,0.999366821444,0.998733910108
Peripheral neuropathy,0.663951390363,0.931842160793
Vomiting,0.665715895486,0.997256805233
Weight loss / Failure to thrive / malnutrition,0.881180953898,0.948934374341
Other symptom,0.635761181864,0.975100232116
No symptoms,0.535480896784,0.648871069846
ROC,0.61023271938
Avg ROC ,0.650964237348
Avg Pred ,0.906478159949
K Neighbours Classifier,0.27305338679

Cough,0.500117865724,0.464866005486
Fever,0.82419601188,0.966870647816
Abdominal pain,0.727436688657,0.90187803334
Skin rash,0.481375585252,0.451783076598
Lipodystrophy,0.936149291605,0.972146022368
Anemia,0.999366687777,0.998733910108
Anorexia,0.597465145754,0.994091580502
Diarrhea,0.697353937341,0.99282549061
Leg pain / numbness,0.83328010787,0.926777801224
Night sweats,0.999788940481,0.999577970036
Peripheral neuropathy,0.858867544046,0.966448617852
Vomiting,0.832382562152,0.997678835197
Weight loss / Failure to thrive / malnutrition,0.888606729339,0.994513610466
Other symptom,0.784353663261,0.971090947457
No symptoms,0.609149283953,0.6952943659
ROC,0.576206553522
Avg ROC ,0.771326003006
Avg Pred ,0.886305127664
Decision Tree Classifier,0.189491453893

Cough,0.423542544993,0.294576914961
Fever,0.607267713195,0.33741295632
Abdominal pain,0.61045435199,0.276640641486
