NM_ADJ_Over
Cough , 533
Fever , 533
Abdominal pain , 533
Skin rash , 533
Lipodystrophy , 533
Anemia , 533
Anorexia , 533
Diarrhea , 533
Leg pain / numbness , 533
Night sweats , 533
Peripheral neuropathy , 533
Vomiting , 533
Weight loss / Failure to thrive / malnutrition , 533
Other symptom , 533
No symptoms , 533

Cough,0.569813898534,0.933716858429
Fever,0.689286024039,0.951225612806
Abdominal pain,0.722222898508,0.947973986993
Skin rash,0.548105000493,0.927713856928
Lipodystrophy,0.971025432646,0.989494747374
Anemia,0.980805107624,0.993496748374
Anorexia,0.977507224637,0.995997998999
Diarrhea,0.907840565888,0.975487743872
Leg pain / numbness,0.60959698906,0.935217608804
Night sweats,0.999598930481,0.999249624812
Peripheral neuropathy,0.684364649566,0.941970985493
Vomiting,0.974098227885,0.987493746873
Weight loss / Failure to thrive / malnutrition,0.944150979639,0.980990495248
Other symptom,0.625326290249,0.93871935968
No symptoms,0.588192457479,0.939969984992
ROC,0.783695419138
Avg ROC ,0.786128978449
Avg Pred ,0.962581290645
Logistic Regression,0.815407703852

Cough,0.487268828732,0.909454727364
Fever,0.705728037356,0.949724862431
Abdominal pain,0.696664353768,0.942971485743
Skin rash,0.532001107344,0.92196098049
Lipodystrophy,0.987580558054,0.983491745873
Anemia,0.993971061093,0.988744372186
Anorexia,0.970869456521,0.990495247624
Diarrhea,0.969276545859,0.974737368684
Leg pain / numbness,0.5937979525,0.930215107554
Night sweats,0.920273183269,0.975737868934
Peripheral neuropathy,0.69270745191,0.928214107054
Vomiting,0.982851018221,0.967983991996
Weight loss / Failure to thrive / malnutrition,0.983808909657,0.972986493247
Other symptom,0.578947088614,0.921460730365
No symptoms,0.600030797965,0.933216608304
ROC,0.777620953334
Avg ROC ,0.779718423391
Avg Pred ,0.95275971319
Linear Discriminant Analysis,0.762131065533

Cough,0.968820801926,0.983991995998
Fever,0.691357600082,0.942221110555
Abdominal pain,0.680230600055,0.951725862931
Skin rash,0.905924101421,0.973236618309
Lipodystrophy,0.901242873562,0.973236618309
Anemia,0.993435155413,0.987743871936
