,Cough,Fever,Abdominal_pain,skin_rash,Lactic_acisdosis,Lipodystrophy,Anemia,Anorexia,Diarrhea,Leg_pain,Night_Sweats,Other,Peripheral_neuropathy,Vomiting,Weight_loss,Age,Last Drug,Tot Prev Month Symptoms
Original_symptoms.csv
Cough,0.234366652903,0.0665596974484,0.0222107194754,0.0601514419656,0.0633790118667,0.131042604102,0.0021001154668,0.00890395223494,0.0066169996065,0.0213743130492,0.0232772016175,0.043824305826,0.0217962206013,0.00486318872672,0.0261881037472,0.189221768188,0.0586919481624,0.0154317550121
Fever,0.0956222178833,0.178929315132,0.041469607808,0.0251978400548,0.0256156412004,0.0179373915432,0.00335273838777,0.0230810890381,0.0316047210232,0.0252096750111,0.0411337005082,0.0715646090254,0.0260763138932,0.0152841226664,0.0499141037982,0.199434875109,0.101322838331,0.027249199586
Abdominal pain,0.0694178752071,0.0321366585168,0.313994366271,0.043966198879,0.0256796691218,0.0265756421858,0.00560202988314,0.0607184628004,0.0312907264868,0.0306588945218,0.0105282781379,0.0511906080111,0.0275221623897,0.0109528658463,0.0133322185044,0.160950750341,0.0680670791727,0.0174155137237
Skin rash,0.059892238532,0.0729024124837,0.0941635714943,0.0588346450984,0.150290643718,0.157870465794,0.00183592817568,0.048237630535,0.00502709729975,0.0364253447802,0.00517151370301,0.0244020391819,0.0212544306555,0.00293485352269,0.0121348841707,0.150241171854,0.0766143569296,0.0217667720713
Lipodystrophy,0.0470150434144,0.0168881316754,0.0143335389402,0.0521593817259,0.07385569904,0.408945460451,0.000107080580643,0.0222083625158,0.00769025900713,0.0224318588871,4.82961506452e-05,0.0353608216967,0.0159881247547,0.000474370321302,0.00445234849337,0.172603186387,0.0976859191293,0.00775211682917
Anemia,0.0523306178168,0.0176999187556,0.0212160278537,0.00945513012735,0.0294138690322,0.00175926425754,0.399129296283,0.000964688808265,0.0191683053846,0.0260295301107,0.0415133257562,0.0412721215631,0.0107378288201,0.0176553508988,0.0413336583843,0.117049765018,0.101823978854,0.0514473222758
Anorexia,0.0628988998842,0.0418806203338,0.0135937888099,0.0481930573439,0.0313916885225,0.0250307997864,0.0,0.317589612879,0.0260409223766,0.025090278261,0.0174727805864,0.0456686575577,0.0179247536356,0.0250468983226,0.00192204520837,0.133426332195,0.143965722855,0.0228631414427
Diarrhea,0.0879762345673,0.0222841152308,0.0471887640066,0.0353461619191,0.00717909889725,0.0445736990978,0.00543372040316,0.0218644909925,0.259629233578,0.0290580697322,0.0144609521894,0.0598743180252,0.0423261079972,0.00821519858953,0.0116452281466,0.211197077642,0.0630594030858,0.0286881258996
Leg pain / numbness,0.0629447820258,0.0312099370687,0.0556546254225,0.0216206347676,0.0204267145763,0.0307578302677,0.00236226584716,0.021964339744,0.0146263013108,0.324247025735,0.00630196432859,0.0473773628633,0.0500027430198,0.0116307151636,0.0125647031121,0.184955170059,0.0840399429575,0.0173129417304
Night sweats,0.213593901403,0.113733226292,0.000322297125107,0.000310400199992,4.06757412597e-05,0.00012172461572,0.0,0.0,0.0635027532351,0.000604417622132,0.146298297067,0.0120429632773,8.17302550769e-05,1.0476264581e-06,0.00472812255162,0.257248847124,0.0786916523612,0.00867794350327
Peripheral neuropathy,0.056231442272,0.0324919533195,0.0319226621621,0.047084370707,0.0298805027464,0.0309479633871,0.000540659485637,0.0149033092307,0.0117897117355,0.0950478961867,0.0102907647626,0.0547004936586,0.248097612594,0.00541113238937,0.0247344400573,0.202677872193,0.0865416726995,0.0167055404139
Vomiting,0.100892602337,0.0188265570263,0.0275218730735,0.0468450794108,0.00394244953525,0.000898428768165,0.00769760050783,0.0233740560394,0.0226883004603,0.0114497768291,0.00397730697006,0.0545674835819,0.0387909524011,0.227830242532,0.0212339034298,0.247464793983,0.125549504607,0.0164490885071
Weight loss / Failure to thrive / malnutrition,0.160195910385,0.0876883165996,0.00982747466572,0.015439804018,0.0180854274319,0.00751136984918,0.000171774014892,0.000559150979426,0.00264296339301,0.00246525615572,0.0317304668469,0.0253827689492,0.00867549141207,0.000445424547654,0.304843870952,0.242385667896,0.061701942783,0.020246919121
Other symptom,0.102010495851,0.0496097375173,0.0644427486993,0.0379824755459,0.0182741506802,0.0278160958739,0.00326189154502,0.0195041971315,0.0173240495918,0.0413746946167,0.0105268724878,0.276874367982,0.0314235366452,0.00801839817797,0.0150025732905,0.198672088277,0.0626755025305,0.0152061235563
No symptoms,0.0843377713774,0.0567193705178,0.0530274125611,0.0501712714848,0.0402504635255,0.0477215158378,0.00288556274461,0.0495576940082,0.00733738248587,0.0437202082574,0.0124586354909,0.038247134293,0.0255459279316,0.00489796977562,0.0222793629357,0.294096423411,0.122449990971,0.0442959023899

RandomUnderSampler_0.6_symptoms.csv
Cough,0.313260188403,0.00676105593753,0.00277124183007,0.0,0.0,0.0,0.00161842514784,0.00194285714286,0.0,0.00067467847354,0.096522875817,0.0737904761905,0.00323685029567,0.00660317460317,0.00445714285714,0.171000763942,0.0173602693603,0.0
Fever,0.00310559006211,0.288794289661,0.000825396825397,0.0289775647315,0.0,0.0483398220922,0.0492685931604,0.0,0.000271739130435,0.0,0.000515172101449,0.0861336359454,0.00530937930915,0.00442789208075,0.0399583333333,0.203920332309,0.140152259258,0.0
Abdominal pain,0.00142682926829,0.00147368421053,0.236310826499,0.0203796590864,0.182637873754,0.00297142857143,0.0,0.0200483091787,0.0,0.0,0.00349946977731,0.0794596491228,0.0277333333333,0.0,0.00349946977731,0.233892800754,0.0866666666667,0.0
Skin rash,0.0361111111111,0.0,0.209054334777,0.0717304964539,0.18576703145,0.139111304096,0.0,0.0490196078431,0.0,0.0538302277433,0.0,0.0,0.0,0.0,0.0,0.00737588652482,0.1,0.048
Lipodystrophy,0.0728949904441,0.0408540984489,0.0,0.100265804448,0.0150326797386,0.347408670312,0.0,0.095506606068,0.00220105820106,0.032147779225,0.00353260869565,0.0109695887811,0.0216592112179,0.0,0.00237154150198,0.169347629516,0.0858077334016,0.0
Anemia,0.0,0.0642093183965,0.0,0.0,0.0,0.0,0.625283437807,0.00980873508824,0.0,0.0,0.0,0.00394965277778,0.0,0.00338541666667,0.0342889358703,0.237516463511,0.0215580398826,0.0
Anorexia,0.0294784580499,0.0509870801034,0.0115555555556,0.0647251109139,0.0,0.0,0.0,0.260160702107,0.0,0.0,0.0,0.0,0.311350689068,0.113723697648,0.0903960898313,0.0567654738663,0.0108571428571,0.0
Diarrhea,0.00277777777778,0.0308779228277,0.00126984126984,0.0125603864734,0.0,0.00523753567232,0.000604510578935,0.0,0.672694769375,0.0,0.0,0.0224230218403,0.00371853546911,0.0246697229616,0.00496414782129,0.218201827933,0.0,0.0
Leg pain / numbness,0.00382352941176,0.0,0.00584566228405,0.0235827664399,0.0,0.0510592903828,0.0,0.0,0.0856538562092,0.169091316527,0.00436974789916,0.0723402098094,0.000722394220846,0.000926916221034,0.00479246820679,0.258018350878,0.11977349151,0.0
Night sweats,0.105761232912,0.0367355466334,0.0598499249376,0.0,0.0,0.00162162162162,0.0012380952381,0.0,0.0155094973054,0.000825396825397,0.497181476191,0.0128981183117,0.00894191306772,0.0596184172511,0.00825396825397,0.120574980209,0.0709898112423,0.0
Peripheral neuropathy,0.00491428571429,0.0267486283994,0.0,0.026,0.0,0.0498441950804,0.00464816933638,0.0269493858735,0.0332401462275,0.00222857142857,0.00391304347826,0.0,0.392523258201,0.00509764340519,0.00191926182238,0.320028865098,0.101944545934,0.0
Vomiting,0.0428233704829,0.0278944497672,0.0474288098218,0.107232249937,0.00697674418605,0.0,0.0,0.10840919987,0.0294597713538,0.0112725332707,0.0,0.0684338266571,0.0164878841608,0.326802174293,0.0,0.0604171881519,0.146141583479,0.000220214568041
Weight loss / Failure to thrive / malnutrition,0.00806112296996,0.0152375845946,0.00116840804404,0.00498338870432,0.039,0.0104951884523,0.0326067675649,0.0150738451217,0.0115059091139,0.000767811000369,0.0177069141023,0.0302325581395,0.043805164443,0.0509803921569,0.237700959491,0.295668631723,0.0876724517886,0.0973329025895
